OBJECTID,Shape,Join_Count,TARGET_FID,PIN,PIN2,PTRACT2,GPIN,Parcel_Tex,Parts,SUB_NAME,DEED_AC,ACTIVE,EXPIRY,Last,ACC_NO,class,TCSD,SHARE_TC,EDITDATE,EDITBY,EDITTYPE,TRANSACTIO,TRANSACT_1,TRATE_ID,YearFor,Fire_Dist,Calc_Acrea,Parcel_Not,TAZ_Model_,Possible_Z,Common_Nam,Common_N_1,GPS_Y_N,GPS_Year,Calc_Acr_1,Calc_Acr_2,Data_year,ORIG_FID,AccountNumber,TaxMap,GPIN,LUC_2022,Total Land,Land Unit Type,CurYr_LandMarketValue,CurYr_LandUseValue,CurYr_AgricultCredit,CurYr_BuildingValue,CurYr_SFYIValue,CurYr_MarketValue,PrevYr_LandMarketValue,PrevYr_LandUseValue,PrevYr_agricultCredit,PrevYr_BuildingValue,PrevYr_SFYIValue,PrevYr_MarketValue,Description,Full description,UserAccoun,LandUseCod2018
912,Point,1,917,33-1-0-2-0,33-11-0-8-0, ,6798-44-8727,8727,1,Carver Oaks,1.513,9/3/2020,1/1/2006,6798-44-6948,20735,0, ,NO,10/7/2020,JDW,0, ,0, , , ,1.513686, , ,23146, , , , ,-0.000686,0,2022,15340,20735,33-11-0-8-0,6798-44-8727,SNGL FAM SUB,1.513,AC,83800,0,83800,463700,0,547500,74800,0,74800,457900,0,532700,R1,RES/LTD,6798-44-6948,50 - AG 20-100 AC
913,Point,1,918,33-1-0-2-0,33-11-0-6-0, ,6798-54-1883,1883,1,Carver Oaks,1.504,9/3/2020,1/1/2006,6798-44-6948,20733,0, ,NO,10/7/2020,JDW,0, ,0, , , ,1.503776, , ,23146, , , , ,0.000224,0,2022,15341,20733,33-11-0-6-0,6798-54-1883,SNGL FAM SUB,1.504,AC,83700,0,83700,0,0,83700,74700,0,74700,0,0,74700,R1,RES/LTD,6798-44-6948,50 - AG 20-100 AC
914,Point,1,919, 46   1   101T,46-1-0-101-T,46-1-0-101-0,7707-88-8568-9999, ,1, ,36.207,12/31/2005,<Null>, ,297,5,No,No,10/7/2020,JDW,0, ,0,117088483778650_TRATE, ,3,36.952548, ,652,23103, , , , ,-0.745548,0,2022,15342,297,46-1-0-101-T,7707-88-8568-9999,AG 20-100 AC,36.207,AC,685500,546700,138800,0,10100,695600,614700,489600,125100,0,10000,624700,A2RR,AG& RUR,7707-88-8568-9999,50 - AG 20-100 AC
915,Point,1,920,46   1   101TW,46-1-0-101-TW,46-1-0-101-0,7707-98-8002-9998,8002,1, ,0,9/15/2020,<Null>, ,20744,5,No,No,10/7/2020,JDW,0, ,0,117088483778650_TRATE, ,3,0.129133, ,652,23103, , , , ,-0.129133,0,2022,15343,20744,46-1-0-101-TW,7707-98-8002-9998,TAXED -SCC,0,AC,0,0,0,0,0,0,0,0,0,0,0,0,A2RR,AG& RUR,7707-88-8568-9999,50 - AG 20-100 AC
916,Point,1,921, 43   45     1,43-45-0-1-0,43-8-0-A-0,6778-40-5696,5696,1, ,4.515,9/29/2020,<Null>, ,20745,2,No,No,10/14/2020,JDW,0, ,0,116748023780610_TRATE, ,5,4.515111, ,660,23102, , , , ,-0.000111,0,2022,15348,20745,43-45-0-1-0,6778-40-5696,SNGL FAM SUB,4.515,AC,120700,0,120700,0,0,120700,107900,0,107900,0,0,107900,A2,AG/LTD,6778-40-8601,20 - SNGL FAM SUB
917,Point,1,922, 43   45     2,43-45-0-2-0,43-8-0-A-0,6778-50-0906,906,1, ,2.566,9/29/2020,<Null>, ,20746,2,No,No,9/8/2021,JDW,0, ,0,116748023780610_TRATE, ,5,2.557449, ,660,23102, , , , ,0.008551,0,2022,15349,20746,43-45-0-2-0,6778-50-0906,SNGL FAM SUB,2.566,AC,82000,0,82000,0,0,82000,73200,0,73200,0,0,73200,A2,AG/LTD,6778-40-8601,20 - SNGL FAM SUB
918,Point,1,923, 43   45     4,43-45-0-4-0,43-8-0-A-0,6778-40-6393,6393,1, ,4.276,9/29/2020,<Null>, ,20748,2,No,No,10/14/2020,JDW,0, ,0,116748023780610_TRATE, ,5,4.276179, ,660,23102, , , , ,-0.000179,0,2022,15350,20748,43-45-0-4-0,6778-40-6393,SNGL FAM SUB,4.276,AC,117300,0,117300,240900,0,358200,104900,0,104900,189000,0,293900,A2,AG/LTD,6778-40-8601,20 - SNGL FAM SUB
919,Point,1,924, 43   45     3,43-45-0-3-0,43-8-0-A-0,6778-50-0552,552,1, ,3.383,9/29/2020,<Null>, ,20747,2,No,No,10/14/2020,JDW,0, ,0,116748023780610_TRATE, ,5,3.382775, ,660,23102, , , , ,0.000225,0,2022,15351,20747,43-45-0-3-0,6778-50-0552,SNGL FAM SUB,3.383,AC,91300,0,91300,249700,0,341000,81500,0,81500,209000,0,290500,A2,AG/LTD,6778-40-8601,20 - SNGL FAM SUB
920,Point,1,925,58  54  4  1 RW,58-54-4-1-RW,58-54-4-1-0,7725-06-9686,9686,1,Mosaic at West Creek Sec IV,2.13,9/28/2020,12/30/1899,7725-05-8916,20751,0, , ,10/14/2020,JDW,0, ,0, , , ,1.62588,Road, ,0, , , , ,0.50412,0,2022,15355,20751,58-54-4-1-RW,7725-06-9686,Roads,2.13,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
921,Point,1,926,58  54  4  8,58-54-4-8-0,58-54-4-1-0,7725-06-8214,8214,1,Mosaic at West Creek Sec IV,0.096,9/28/2020,12/30/1899,7725-05-8916,20616,0, , ,10/14/2020,JDW,0, ,0, , , ,0.095501,8, ,0, , , , ,0.000499,0,2022,15356,20616,58-54-4-8-0,7725-06-8214,SNGL FAM URB,0.096,AC,105000,0,105000,342900,0,447900,95000,0,95000,330000,0,425000,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
922,Point,1,927,58  54  4  9,58-54-4-9-0,58-54-4-1-0,7725-06-8217,8217,1,Mosaic at West Creek Sec IV,0.096,9/28/2020,12/30/1899,7725-05-8916,20617,0, , ,10/14/2020,JDW,0, ,0, , , ,0.095501,9, ,0, , , , ,0.000499,0,2022,15357,20617,58-54-4-9-0,7725-06-8217,SNGL FAM URB,0.096,AC,105000,0,105000,404400,0,509400,95000,0,95000,383200,0,478200,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
923,Point,1,928,58  54  4  5,58-54-4-5-0,58-54-4-1-0,7725-06-8112,8112,1,Mosaic at West Creek Sec IV,0.096,9/28/2020,12/30/1899,7725-05-8916,20613,0, , ,10/14/2020,JDW,0, ,0, , , ,0.095501,5, ,0, , , , ,0.000499,0,2022,15358,20613,58-54-4-5-0,7725-06-8112,SNGL FAM URB,0.096,AC,105000,0,105000,357400,0,462400,95000,0,95000,342100,0,437100,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
924,Point,1,929,58  54  4  3,58-54-4-3-0,58-54-4-1-0,7725-06-8015,8015,1,Mosaic at West Creek Sec IV,0.096,9/28/2020,12/30/1899,7725-05-8916,20611,0, , ,10/14/2020,JDW,0, ,0, , , ,0.095501,3, ,0, , , , ,0.000499,0,2022,15359,20611,58-54-4-3-0,7725-06-8015,SNGL FAM URB,0.096,AC,105000,0,105000,363300,0,468300,95000,0,95000,347500,0,442500,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
925,Point,1,930,58  54  4  4,58-54-4-4-0,58-54-4-1-0,7725-06-8018,8018,1,Mosaic at West Creek Sec IV,0.096,9/28/2020,12/30/1899,7725-05-8916,20612,0, , ,10/14/2020,JDW,0, ,0, , , ,0.095501,4, ,0, , , , ,0.000499,0,2022,15360,20612,58-54-4-4-0,7725-06-8018,SNGL FAM URB,0.096,AC,105000,0,105000,330600,0,435600,95000,0,95000,319600,0,414600,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
926,Point,1,931,58  54  4  2,58-54-4-2-0,58-54-4-1-0,7725-06-8002,8002,1,Mosaic at West Creek Sec IV,0.096,9/28/2020,12/30/1899,7725-05-8916,20661,0, , ,10/14/2020,JDW,0, ,0, , , ,0.095501,2, ,0, , , , ,0.000499,0,2022,15361,20661,58-54-4-2-0,7725-06-8002,SNGL FAM URB,0.096,AC,105000,0,105000,367800,0,472800,95000,0,95000,351000,0,446000,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
927,Point,1,932,58  54  4  10,58-54-4-10-0,58-54-4-1-0,7725-06-8311,8311,1,Mosaic at West Creek Sec IV,0.096,9/28/2020,12/30/1899,7725-05-8916,20618,0, , ,10/14/2020,JDW,0, ,0, , , ,0.095501,10, ,0, , , , ,0.000499,0,2022,15362,20618,58-54-4-10-0,7725-06-8311,SNGL FAM URB,0.096,AC,105000,0,105000,342900,0,447900,95000,0,95000,330000,0,425000,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
928,Point,1,933,58  54  4  13,58-54-4-13-0,58-54-4-1-0,7725-06-8424,8424,1,Mosaic at West Creek Sec IV,0.096,9/28/2020,12/30/1899,7725-05-8916,20621,0, , ,10/14/2020,JDW,0, ,0, , , ,0.096156,13, ,0, , , , ,-0.000156,0,2022,15363,20621,58-54-4-13-0,7725-06-8424,SNGL FAM URB,0.096,AC,105000,0,105000,317400,0,422400,95000,0,95000,308600,0,403600,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
929,Point,1,934,58  54  4  14,58-54-4-14-0,58-54-4-1-0,7725-06-8428,8428,1,Mosaic at West Creek Sec IV,0.097,9/28/2020,12/30/1899,7725-05-8916,20622,0, , ,10/14/2020,JDW,0, ,0, , , ,0.097022,14, ,0, , , , ,-0.000022,0,2022,15364,20622,58-54-4-14-0,7725-06-8428,SNGL FAM URB,0.097,AC,105000,0,105000,312700,0,417700,95000,0,95000,304200,0,399200,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
930,Point,1,935,58  54  4  17,58-54-4-17-0,58-54-4-1-0,7725-06-8650,8650,1,Mosaic at West Creek Sec IV,0.113,9/28/2020,12/30/1899,7725-05-8916,20625,0, , ,10/14/2020,JDW,0, ,0, , , ,0.112567,17, ,0, , , , ,0.000433,0,2022,15365,20625,58-54-4-17-0,7725-06-8650,SNGL FAM URB,0.113,AC,105000,0,105000,339100,0,444100,95000,0,95000,326800,0,421800,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
931,Point,1,936,58  54  4  1,58-54-4-1-0,58-54-4-1-0,7725-05-8908,8908,1,Mosaic at West Creek Sec IV,0.14,9/28/2020,12/30/1899,7725-05-8916,20749,0, , ,10/14/2020,JDW,0, ,0, , , ,0.140267,1, ,23238, , , , ,-0.000267,0,2022,15366,20749,58-54-4-1-0,7725-05-8908,SNGL FAM URB,0.14,AC,115500,0,115500,397700,0,513200,95000,0,95000,377900,0,472900,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
932,Point,1,937,58  54  4  7,58-54-4-7-0,58-54-4-1-0,7725-06-8210,8210,1,Mosaic at West Creek Sec IV,1/0/1900,9/28/2020,12/30/1899,7725-05-8916,20615,0, , ,10/14/2020,JDW,0, ,0, , , ,0.140267,7, ,0, , , , ,-0.000267,0,2022,15367,20615,58-54-4-7-0,7725-06-8210,SNGL FAM URB,0.14,AC,115500,0,115500,330700,0,446200,95000,0,95000,319600,0,414600,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
933,Point,1,938,58  54  4  6,58-54-4-6-0,58-54-4-1-0,7725-06-8116,8116,1,Mosaic at West Creek Sec IV,1/0/1900,9/28/2020,12/30/1899,7725-05-8916,20614,0, , ,10/14/2020,JDW,0, ,0, , , ,0.140267,6, ,0, , , , ,-0.000267,0,2022,15368,20614,58-54-4-6-0,7725-06-8116,SNGL FAM URB,0.14,AC,115500,0,115500,396500,0,512000,95000,0,95000,375900,0,470900,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
934,Point,1,939,58  54  4  11,58-54-4-11-0,58-54-4-1-0,7725-06-8315,8315,1,Mosaic at West Creek Sec IV,0.14,9/28/2020,12/30/1899,7725-05-8916,20619,0, , ,10/14/2020,JDW,0, ,0, , , ,0.14027,11, ,0, , , , ,-0.00027,0,2022,15369,20619,58-54-4-11-0,7725-06-8315,SNGL FAM URB,0.14,AC,115500,0,115500,393700,0,509200,95000,0,95000,374200,0,469200,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
935,Point,1,940,58  54  4  15,58-54-4-15-0,58-54-4-1-0,7725-06-8531,8531,1,Mosaic at West Creek Sec IV,0.147,9/28/2020,12/30/1899,7725-05-8916,20623,0, , ,10/14/2020,JDW,0, ,0, , , ,0.146732,15, ,0, , , , ,0.000268,0,2022,15370,20623,58-54-4-15-0,7725-06-8531,SNGL FAM URB,0.147,AC,115500,0,115500,372700,0,488200,95000,0,95000,356500,0,451500,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
936,Point,1,941,58  54  4  16,58-54-4-16-0,58-54-4-1-0,7725-06-8546,8546,1,Mosaic at West Creek Sec IV,0.155,9/28/2020,12/30/1899,7725-05-8916,20624,0, , ,10/14/2020,JDW,0, ,0, , , ,0.155464,16, ,0, , , , ,-0.000464,0,2022,15371,20624,58-54-4-16-0,7725-06-8546,SNGL FAM URB,0.155,AC,115500,0,115500,305700,0,421200,95000,0,95000,298100,0,393100,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
937,Point,1,942,58  54  4  18,58-54-4-18-0,58-54-4-1-0,7725-06-8664,8664,1,Mosaic at West Creek Sec IV,0.167,9/28/2020,12/30/1899,7725-05-8916,20626,0, , ,10/14/2020,JDW,0, ,0, , , ,0.166737,18, ,0, , , , ,0.000263,0,2022,15372,20626,58-54-4-18-0,7725-06-8664,SNGL FAM URB,0.167,AC,115500,0,115500,336900,0,452400,95000,0,95000,325700,0,420700,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
938,Point,1,943,58  54  4  12,58-54-4-12-0,58-54-4-1-0,7725-06-8410,8410,1,Mosaic at West Creek Sec IV,0.177,9/28/2020,12/30/1899,7725-05-8916,20620,0, , ,10/14/2020,JDW,0, ,0, , , ,0.177112,12, ,0, , , , ,-0.000112,0,2022,15373,20620,58-54-4-12-0,7725-06-8410,SNGL FAM URB,0.177,AC,115500,0,115500,318500,0,434000,95000,0,95000,309200,0,404200,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
939,Point,1,944,58  54  4  20,58-54-4-20-0,58-54-4-1-0,7725-06-9390,9390,1,Mosaic at West Creek Sec IV,0.097,9/28/2020,12/30/1899,7725-05-8916,20628,0, , ,10/14/2020,JDW,0, ,0, , , ,0.096754,20, ,0, , , , ,0.000246,0,2022,15374,20628,58-54-4-20-0,7725-06-9390,SNGL FAM URB,0.097,AC,105000,0,105000,314300,0,419300,95000,0,95000,305000,0,400000,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
940,Point,1,945,58  54  4  21,58-54-4-21-0,58-54-4-1-0,7725-06-9297,9297,1,Mosaic at West Creek Sec IV,0.097,9/28/2020,12/30/1899,7725-05-8916,20629,0, , ,10/14/2020,JDW,0, ,0, , , ,0.097164,21, ,0, , , , ,-0.000164,0,2022,15375,20629,58-54-4-21-0,7725-06-9297,SNGL FAM URB,0.097,AC,105000,0,105000,322200,0,427200,95000,0,95000,301100,0,396100,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
941,Point,1,946,58  54  4  22,58-54-4-22-0,58-54-4-1-0,7725-06-9294,9294,1,Mosaic at West Creek Sec IV,0.098,9/28/2020,12/30/1899,7725-05-8916,20630,0, , ,10/14/2020,JDW,0, ,0, , , ,0.097573,22, ,0, , , , ,0.000427,0,2022,15376,20630,58-54-4-22-0,7725-06-9294,SNGL FAM URB,0.098,AC,105000,0,105000,312700,0,417700,95000,0,95000,304200,0,399200,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
942,Point,1,947,58  54  4  25,58-54-4-25-0,58-54-4-1-0,7725-06-9191,9191,1,Mosaic at West Creek Sec IV,0.099,9/28/2020,12/30/1899,7725-05-8916,20633,0, , ,10/14/2020,JDW,0, ,0, , , ,0.099186,25, ,0, , , , ,-0.000186,0,2022,15377,20633,58-54-4-25-0,7725-06-9191,SNGL FAM URB,0.099,AC,105000,0,105000,332600,0,437600,95000,0,95000,320900,0,415900,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
943,Point,1,948,58  54  4  26,58-54-4-26-0,58-54-4-1-0,7725-06-9098,9098,1,Mosaic at West Creek Sec IV,0.1,9/28/2020,12/30/1899,7725-05-8916,20634,0, , ,10/14/2020,JDW,0, ,0, , , ,0.099596,26, ,0, , , , ,0.000404,0,2022,15378,20634,58-54-4-26-0,7725-06-9098,SNGL FAM URB,0.1,AC,105000,0,105000,365300,0,470300,95000,0,95000,349500,0,444500,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
944,Point,1,949,58  54  4  27,58-54-4-27-0,58-54-4-1-0,7725-06-9095,9095,1,Mosaic at West Creek Sec IV,0.1,9/28/2020,12/30/1899,7725-05-8916,20635,0, , ,10/14/2020,JDW,0, ,0, , , ,0.100005,27, ,0, , , , ,-0.000005,0,2022,15379,20635,58-54-4-27-0,7725-06-9095,SNGL FAM URB,0.1,AC,105000,0,105000,325600,0,430600,95000,0,95000,314900,0,409900,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
945,Point,1,950,58  54  4  30,58-54-4-30-0,58-54-4-1-0,7725-05-9992,9992,1,Mosaic at West Creek Sec IV,0.102,9/28/2020,12/30/1899,7725-05-8916,20638,0, , ,10/14/2020,JDW,0, ,0, , , ,0.101921,30, ,0, , , , ,0.000079,0,2022,15380,20638,58-54-4-30-0,7725-05-9992,SNGL FAM URB,0.102,AC,105000,0,105000,339300,0,444300,95000,0,95000,326700,0,421700,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
946,Point,1,951,58  54  4  31,58-54-4-31-0,58-54-4-1-0,7725-05-9899,9899,1,Mosaic at West Creek Sec IV,0.102,9/28/2020,12/30/1899,7725-05-8916,20639,0, , ,10/14/2020,JDW,0, ,0, , , ,0.10249,31, ,0, , , , ,-0.00049,0,2022,15381,20639,58-54-4-31-0,7725-05-9899,SNGL FAM URB,0.102,AC,105000,0,105000,350000,0,455000,95000,0,95000,336800,0,431800,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
947,Point,1,952,58  54  4  32,58-54-4-32-0,58-54-4-1-0,7725-05-9896,9896,1,Mosaic at West Creek Sec IV,0.103,9/28/2020,12/30/1899,7725-05-8916,20640,0, , ,10/14/2020,JDW,0, ,0, , , ,0.103059,32, ,0, , , , ,-0.000059,0,2022,15382,20640,58-54-4-32-0,7725-05-9896,SNGL FAM URB,0.103,AC,105000,0,105000,389600,0,494600,95000,0,95000,370200,0,465200,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
948,Point,1,953,58  54  4  19,58-54-4-19-0,58-54-4-1-0,7725-06-9394,9394,1,Mosaic at West Creek Sec IV,0.141,9/28/2020,12/30/1899,7725-05-8916,20627,0, , ,10/14/2020,JDW,0, ,0, , , ,0.141361,19, ,0, , , , ,-0.000361,0,2022,15383,20627,58-54-4-19-0,7725-06-9394,SNGL FAM URB,0.141,AC,115500,0,115500,352300,0,467800,95000,0,95000,338400,0,433400,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
949,Point,1,954,58  54  4  23,58-54-4-23-0,58-54-4-1-0,7725-06-9290,9290,1,Mosaic at West Creek Sec IV,0.144,9/28/2020,12/30/1899,7725-05-8916,20631,0, , ,10/14/2020,JDW,0, ,0, , , ,0.144053,23, ,0, , , , ,-0.000053,0,2022,15384,20631,58-54-4-23-0,7725-06-9290,SNGL FAM URB,0.144,AC,115500,0,115500,337800,0,453300,95000,0,95000,325600,0,420600,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
950,Point,1,955,58  54  4  24,58-54-4-24-0,58-54-4-1-0,7725-06-9195,9195,1,Mosaic at West Creek Sec IV,0.145,9/28/2020,12/30/1899,7725-05-8916,20632,0, , ,10/14/2020,JDW,0, ,0, , , ,0.144937,24, ,0, , , , ,0.000063,0,2022,15385,20632,58-54-4-24-0,7725-06-9195,SNGL FAM URB,0.145,AC,115500,0,115500,342000,0,457500,95000,0,95000,329200,0,424200,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
951,Point,1,956,58  54  4  28,58-54-4-28-0,58-54-4-1-0,7725-06-9091,9091,1,Mosaic at West Creek Sec IV,0.148,9/28/2020,12/30/1899,7725-05-8916,20636,0, , ,10/14/2020,JDW,0, ,0, , , ,0.147626,28, ,0, , , , ,0.000374,0,2022,15386,20636,58-54-4-28-0,7725-06-9091,SNGL FAM URB,0.148,AC,115500,0,115500,354600,0,470100,95000,0,95000,340200,0,435200,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
952,Point,1,957,58  54  4  29,58-54-4-29-0,58-54-4-1-0,7725-05-9996,9996,1,Mosaic at West Creek Sec IV,0.149,9/28/2020,12/30/1899,7725-05-8916,20637,0, , ,10/14/2020,JDW,0, ,0, , , ,0.148673,29, ,0, , , , ,0.000327,0,2022,15387,20637,58-54-4-29-0,7725-05-9996,SNGL FAM URB,0.149,AC,115500,0,115500,407900,0,523400,95000,0,95000,386700,0,481700,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
953,Point,1,958,58  54  4  33,58-54-4-33-0,58-54-4-1-0,7725-05-9892,9892,1,Mosaic at West Creek Sec IV,0.152,9/28/2020,12/30/1899,7725-05-8916,20641,0, , ,10/14/2020,JDW,0, ,0, , , ,0.1524,33, ,0, , , , ,-0.0004,0,2022,15388,20641,58-54-4-33-0,7725-05-9892,SNGL FAM URB,0.152,AC,115500,0,115500,410000,0,525500,95000,0,95000,388100,0,483100,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
954,Point,1,959,58  54  4  1  B,58-54-4-1-B,58-54-4-1-0,7725-05-9586,9586,1,Mosaic at West Creek Sec IV,0.303,9/28/2020,12/30/1899,7725-05-8916,20760,0, , ,10/14/2020,JDW,0, ,0, , , ,0.302749,OS2, ,23238, , , , ,0.000251,0,2022,15389,20760,58-54-4-1-B,7725-05-9586,Cmn Area/Open Spc,0.303,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
955,Point,1,960,58  54  4  1  A,58-54-4-1-A,58-54-4-1-0,7725-05-7901,7901,1,Mosaic at West Creek Sec IV,6.278,9/28/2020,12/30/1899,7725-05-8916,20750,0, , ,10/14/2020,JDW,0, ,0, , , ,6.279527,OS1, ,0, , , , ,-0.001527,0,2022,15390,20750,58-54-4-1-A,7725-05-7901,Cmn Area/Open Spc,6.278,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
956,Point,1,961,20   1    26TW,20-1-0-26-TW,20-1-0-26-0,6749-09-8669-9998,8669,1, ,0,10/14/2020,<Null>,6749-09-7651,20756,5,No,No,10/19/2020,JDW,0, ,0,116407603799613_TRATE, ,6,0.229569,Tower Site,646,23153, , , , ,-0.229569,0,2022,15394,20756,20-1-0-26-TW,6749-09-8669-9998,AG 20-100 AC,0,AC,0,0,0,0,152800,152800,0,0,0,0,146300,146300,A1,AG/GEN,6749-09-7651,50 - AG 20-100 AC
957,Point,1,962,43   1    69TW,43-1-0-69-TW,43-1-0-69-0,6778-30-9431-9998,9431,1, ,0,10/14/2020,<Null>, ,20757,5,No,No,10/19/2020,JDW,0, ,0,116734833779864_TRATE, ,5,0.229569, ,660,23102, , , , ,-0.229569,0,2022,15395,20757,43-1-0-69-TW,6778-30-9431-9998,AG 20-100 AC,0,AC,0,0,0,0,152800,152800,0,0,0,0,146300,146300,A2,AG/LTD,6777-39-4886,50 - AG 20-100 AC
958,Point,1,963,40   8     D4,40-8-0-D-4,40-2-0-C-0,6736-06-0270,270,1, ,10.75,10/8/2020,<Null>,6736-07-0090,20755,5,No,No,10/19/2020,JDW,0, ,0,116300863767020_TRATE, ,5,10.875702, ,662,0, , , , ,-0.125702,0,2022,15396,20755,40-8-0-D-4,6736-06-0270,SNGL FAM SUB,10.75,AC,88800,0,88800,0,0,88800,86900,0,86900,0,0,86900,A1,AG/GEN,6736-07-0081,50 - AG 20-100 AC
959,Point,1,964,40   8     D1,40-8-0-D-1,40-2-0-C-0,6726-97-7273,7273,1, ,6,10/8/2020,<Null>,6736-07-0090,20752,5,No,No,10/19/2020,JDW,0, ,0,116300863767020_TRATE, ,5,5.998999, ,662,0, , , , ,0.001001,0,2022,15397,20752,40-8-0-D-1,6726-97-7273,SNGL FAM SUB,6,AC,76900,0,76900,0,0,76900,75500,0,75500,0,0,75500,A1,AG/GEN,6736-07-0081,50 - AG 20-100 AC
960,Point,1,965,40   8     D2,40-8-0-D-2,40-2-0-C-0,6736-06-3942,3942,1, ,11.841,10/8/2020,<Null>,6736-07-0090,20753,5,No,No,10/19/2020,JDW,0, ,0,116300863767020_TRATE, ,5,11.839825, ,662,0, , , , ,0.001175,0,2022,15398,20753,40-8-0-D-2,6736-06-3942,SNGL FAM SUB,11.841,AC,93800,0,93800,560200,64100,718100,91800,0,91800,0,0,91800,A1,AG/GEN,6736-07-0081,50 - AG 20-100 AC
961,Point,1,966,40   8     D3,40-8-0-D-3,40-2-0-C-0,6726-96-8771,8771,1, ,6,10/8/2020,<Null>,6736-07-0090,20754,5,No,No,10/19/2020,JDW,0, ,0,116300863767020_TRATE, ,5,5.998667, ,662,0, , , , ,0.001333,0,2022,15400,20754,40-8-0-D-3,6726-96-8771,SNGL FAM SUB,6,AC,76900,0,76900,0,0,76900,75500,0,75500,0,0,75500,A1,AG/GEN,6736-07-0081,50 - AG 20-100 AC
962,Point,1,967,20   31    4,20-31-0-4-0,20-1-0-92-F,6759-18-0342,342,1, ,6,10/9/2020,<Null>,6759-08-9524,20758,2,No,No,10/19/2020,JDW,0, ,0,116509253798549_TRATE, ,5,5.997105, ,647,0, , , , ,0.002895,0,2022,15401,20758,20-31-0-4-0,6759-18-0342,SNGL FAM SUB,6,AC,91000,0,91000,0,0,91000,86400,0,86400,0,0,86400,RR,RES/RUR,6759-08-9524,20 - SNGL FAM SUB
963,Point,1,968,20   31    5,20-31-0-5-0,20-1-0-92-F,6759-08-8726,8726,1, ,1/5/1900,10/9/2020,<Null>,6759-08-9524,20759,2,No,No,10/19/2020,JDW,0, ,0,116509253798549_TRATE, ,5,5.329079, ,647,0, , , , ,-0.002079,0,2022,15402,20759,20-31-0-5-0,6759-08-8726,SNGL FAM SUB,5.327,AC,85500,0,85500,0,0,85500,80800,0,80800,0,0,80800,RR,RES/RUR,6759-08-9524,20 - SNGL FAM SUB
964,Point,1,969, 10   1    33,10-1-0-33-0,10-1-0-33-0,6812-56-1201,1201,1, ,5/6/1900,10/19/2020,<Null>,6812-56-4686,9654,6,No,No,10/23/2020,JDW,0, ,0,116154853826661_TRATE, ,6,127.127666, ,644,0, , , , ,0.562334,0,2022,15403,9654,10-1-0-33-0,6812-56-1201,AG > 100 AC,127.69,AC,389800,326200,63600,0,0,389800,382100,327400,54700,0,0,382100,A1,AG/GEN,6812-56-4686,60 - AG > 100 AC
965,Point,1,970,10  1  33  B,10-1-0-33-B,11-1-0-1-0,6812-56-7555,7555,1, ,1/0/1900,10/19/2020,<Null>, ,20781,5,No,No,11/10/2020,JDW,0, ,0,116169903826400_TRATE, ,6,0.013774,CEMETERY,644,23084, , , , ,-0.013774,0,2022,15406,20781,10-1-0-33-B,6812-56-7555,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A1,AG/GEN,6812-56-4686,60 - AG > 100 AC
